Category,name,subtitle,price,discount_price
Fruta,Plátano de Canarias IGP,Pieza 170 g aprox.,"0,36 €",
Fruta,Banana,Pieza 170 g aprox.,"0,25 €",
Fruta,Plátano macho,Pieza 300 g aprox.,"0,87 €",
Fruta,Uva blanca sin semillas,Bandeja 500 g aprox.,"2,65 €",
Fruta,Uva roja sin semillas,Bandeja 500 g aprox.,"2,65 €",
Fruta,Manzana Golden,Pieza 210 g aprox.,"0,46 €",
Fruta,Manzanas Golden,"1,5 kg aprox.","2,93 €",
Fruta,Pera Conferencia,Pieza 180 g aprox.,"0,48 €",
Fruta,Peras Conferencia,"1,5 kg aprox.","3,53 €",
Fruta,Manzana roja dulce,Pieza 190 g aprox.,"0,40 €",
Fruta,Manzanas rojas dulces,"Bolsa 1,5 kg aprox.","2,22 €",
Fruta,Pera Ercolina,Pieza 100 g aprox.,"0,28 €",
Fruta,Manzana Granny Smith,Pieza 200 g aprox.,"0,45 €",
Fruta,Pera Rocha,Pieza 130 g aprox.,"0,35 €",
Fruta,Manzana Reineta,Pieza 230 g aprox.,"0,62 €",
Fruta,Manzana roja acidulce,Pieza 210 g aprox.,"0,48 €",
Fruta,Manzanas rojas acidulces,"Bolsa 1,5 kg aprox.","2,97 €",
Fruta,Medio melón piel de sapo,"1/2 Pieza 1,57 kg aprox.","3,69 €",
Fruta,Melón piel de sapo,"Pieza 3,52 kg aprox.","7,18 €",
Fruta,Limones,Malla 1 kg,"1,99 €",
Fruta,Limón,Pieza 150 g aprox.,"0,33 €",
Fruta,Mandarina,Pieza 170 g aprox.,"0,37 €",
Fruta,Mandarinas,"Bandeja 1,5 kg","3,67 €",
Fruta,Mandarina,Malla 2 kg,"3,57 €",
Fruta,Naranja para mesa,Pieza 240 g aprox.,"0,45 €",
Fruta,Naranjas,Malla 3 kg,"4,13 €",
Fruta,Naranjas,Malla 5 kg,"4,25 €","4,25 €"
Fruta,Pomelos,"Malla 1,5 kg","3,74 €",
Fruta,Lima,Pieza 70 g aprox.,"0,29 €",
Fruta,Kiwi verde,Pieza 120 g aprox.,"0,38 €",
Fruta,Kiwis verdes,1 kg aprox.,"3,06 €",
Fruta,Aguacate,Pieza 190 g aprox.,"0,97 €",
Fruta,Aguacates,550 g aprox.,"2,70 €",
Fruta,Piña,"Pieza 1,86 kg aprox.","3,72 €",
Fruta,Media piña,1/2 Pieza 810 g aprox.,"1,77 €",
Fruta,Guacamole Hacendado,Tarrina 500 g,"3,85 €",
Fruta,Guacamole Hacendado,Tarrina 200 g,"1,75 €",
Fruta,Kiwis amarillos,500 g aprox.,"3,28 €",
Fruta,Mango,Pieza 540 g aprox.,"1,57 €",
Fruta,Piña natural a rodajas,Bote 500 g aprox.,"3,02 €",
Fruta,Papaya,Pieza 560 g aprox.,"3,05 €",
Fruta,Cereza,Bandeja 300 g aprox.,"3,52 €",
Fruta,Fresón,Bandeja 500 g aprox.,"5,25 €",
Fruta,Fresón,Bandeja 1 kg aprox.,"8,50 €",
Fruta,Frambuesa,Bandeja 170 g aprox.,"2,31 €",
Fruta,Moras,Bandeja 125 g,"2,35 €",
Fruta,Arándanos,Vaso 225 g,"3,21 €",
Fruta,Arándanos,Tarrina 500 g,"6,63 €",
Lechuga y ensalada preparada,Lechuga Iceberg,Pieza 1 ud.,"1,03 €",
Lechuga y ensalada preparada,Ensalada mezcla 4 estaciones,Paquete 250 g,"0,86 €",
Lechuga y ensalada preparada,Lechugas corazón romana,Paquete 2 ud.,"1,61 €",
Lechuga y ensalada preparada,Ensalada mezcla brotes tiernos,Paquete 100 g,"1,19 €",
Lechuga y ensalada preparada,Canónigos,Paquete 125 g,"1,18 €",
Lechuga y ensalada preparada,Lechuga iceberg,Paquete 250 g,"0,90 €",
Lechuga y ensalada preparada,Ensalada mezcla gourmet,Paquete 175 g,"1,06 €",
Lechuga y ensalada preparada,Cogollos de lechuga,Paquete 3 ud.,"1,02 €",
Lechuga y ensalada preparada,Lechuga corazón romana,Paquete 1 ud.,"1,10 €",
Lechuga y ensalada preparada,Endibias,Bandeja 450 g,"1,87 €",
Lechuga y ensalada preparada,Ensalada mezcla brotes tiernos maxi,Paquete 175 g,"1,65 €",
Lechuga y ensalada preparada,Ensalada mezcla gourmet maxi,Paquete 300 g,"1,76 €",
Lechuga y ensalada preparada,Ensalada mezcla tierna,Paquete 150 g,"1,24 €",
Lechuga y ensalada preparada,Rúcula,Paquete 50 g,"0,83 €",
Lechuga y ensalada preparada,Cogollos corazón de lechuga,Paquete 6 ud.,"1,93 €",
Lechuga y ensalada preparada,Ensalada mezcla primavera,Paquete 200 g,"1,00 €",
Lechuga y ensalada preparada,Ensalada mezcla dúo canónigos y rúcula,Paquete 100 g,"1,44 €",
Lechuga y ensalada preparada,Ensalada mezcla fresca,Paquete 200 g,"1,15 €",
Lechuga y ensalada preparada,Lechuga hoja roble,Paquete 1 ud.,"1,51 €",
Lechuga y ensalada preparada,Escarola rizada,Paquete 150 g,"1,24 €",
Lechuga y ensalada preparada,Escarola rizada,Paquete 1 ud.,"1,80 €",
Lechuga y ensalada preparada,Espinaca baby,Paquete 100 g,"1,15 €",
Lechuga y ensalada preparada,Lechuga romana cortada,Paquete 200 g,"1,12 €",
Lechuga y ensalada preparada,Ensalada César,Bol 210 g,"2,55 €",
Lechuga y ensalada preparada,Ensalada California,Bol 192 g,"2,29 €",
Lechuga y ensalada preparada,Wraps Texas,Bol 300 g,"2,99 €",
Lechuga y ensalada preparada,Ensalada de la casa,Bol 400 g,"2,18 €",
Lechuga y ensalada preparada,Ensalada mil islas,Bol 330 g,"2,55 €",
Lechuga y ensalada preparada,Ensalada ensatún,Bol 250 g,"2,49 €",
Lechuga y ensalada preparada,Ensalada jamón,Bol 215 g,"2,49 €",
Lechuga y ensalada preparada,Ensalada de pasta,Bol 250 g,"2,49 €",
Lechuga y ensalada preparada,Ensalada queso de cabra,Bol 135 g,"2,79 €",
Lechuga y ensalada preparada,Ensalada de pasta Listo para Comer,Bol 340 g,"4,00 €",
Lechuga y ensalada preparada,Ensalada de marisco Listo para Comer,Bol 300 g,"5,50 €",
Lechuga y ensalada preparada,"Ensalada de pollo, queso y frutos secos Listo para Comer",Bol 224 g,"4,00 €",
Verdura,Patata,Pieza 250 g aprox.,"0,51 €",
Verdura,Patatas,Malla 3 kg,"5,10 €",
Verdura,Patatas rojas,Malla 2 kg,"3,79 €",
Verdura,Patatas,Malla 5 kg,"4,90 €","4,90 €"
Verdura,Patatas guarnición,Malla 1 kg,"2,55 €",
Verdura,Batata,Pieza 360 g aprox.,"0,82 €",
Verdura,Patatas especial para freir,Malla 2 kg,"3,91 €",
Verdura,Yuca,Pieza 710 g aprox.,"1,97 €",
Verdura,Cebollas tiernas,Manojo 3 ud.,"1,35 €",
Verdura,Cebollas,Malla 2 kg,"2,55 €",
Verdura,Cebollas,Malla 1 kg,"1,55 €","1,55 €"
Verdura,Ajos morados,Malla 250 g,"1,63 €",
Verdura,Cebollas dulces,Malla 1 kg,"2,54 €",
Verdura,Cebollas rojas,Malla 500 g,"1,43 €",
Verdura,Ajo negro dientes pelados,Tarrina 85 g,"4,45 €",
Verdura,Picada de ajo y Perejil,Bandeja 100 g,"1,45 €",
Verdura,Tomate ensalada,Pieza 230 g aprox.,"0,52 €",
Verdura,Tomate canario,Pieza 190 g aprox.,"0,36 €",
Verdura,Tomate pera,Pieza 130 g aprox.,"0,26 €",
Verdura,Tomates pera,Bandeja 1 kg aprox.,"2,07 €",
Verdura,Tomates cherry pera kumato,Bandeja 300 g,"1,61 €",
Verdura,Tomates cherry,Bandeja 500 g,"1,98 €",
Verdura,Tomates cherry en rama Dulcita,Bandeja 200 g,"2,36 €",
Verdura,Tomates kumato negro,Bandeja 1 kg aprox.,"2,60 €",
Verdura,Tomates,Malla 2 kg,"3,54 €",
Verdura,Tomate kumato negro,Pieza 180 g aprox.,"0,49 €",
Verdura,Tomate rallado,Tarrina 290 g,"1,45 €",
Verdura,Rama de Tomates,830 g aprox.,"1,90 €",
Verdura,Tomate rosa,Pieza 570 g aprox.,"1,96 €",
Verdura,Tomates Anhel,460 g aprox.,"2,86 €",
Verdura,Tomate ensalada,Bandeja 1 kg aprox.,"2,35 €",
Verdura,Zanahorias,Paquete 1 kg,"1,02 €",
Verdura,Pepino,Pieza 200 g aprox.,"0,36 €",
Verdura,Pepino holandés,Pieza 425 g aprox.,"1,00 €",
Verdura,Zanahorias,Paquete 500 g,"0,89 €",
Verdura,Pepinos,"Malla 1,5 kg","2,60 €",
Verdura,Palitos de zanahoria,Tarrina 180 g,"2,07 €",
Verdura,Zanahoria rallada base para ensalada,Paquete 150 g,"0,94 €",
Verdura,Pimiento rojo,Pieza 350 g aprox.,"0,72 €",
Verdura,Calabacín verde,Pieza 350 g aprox.,"0,61 €",
Verdura,Pimiento verde freír,Pieza 130 g aprox.,"0,31 €",
Verdura,Calabacín blanco,Pieza 330 g aprox.,"0,69 €",
Verdura,Pimiento verde,Pieza 330 g aprox.,"0,92 €",
Verdura,"Pimientos tricolor rojo, amarillo y verde",550 g aprox.,"1,49 €",
Verdura,Pimientos semipicantes,Paquete 250 g,"1,36 €",
Verdura,Coliflor,"Pieza 1,49 kg aprox.","2,97 €",
Verdura,Repollo liso,"Pieza 1,61 kg aprox.","2,85 €",
Verdura,Medio repollo liso,1/2 Pieza 750 g aprox.,"1,59 €",
Verdura,Medio repollo rizado,1/2 Pieza 796 g aprox.,"1,73 €",
Verdura,Coles de bruselas,Paquete 500 g,"2,55 €",
Verdura,Col lombarda,"Pieza 1,39 kg aprox.","2,81 €",
Verdura,Champiñón pequeño,Bandeja 300 g aprox.,"1,54 €",
Verdura,Champiñón laminado limpio,Bandeja 320 g aprox.,"1,98 €",
Verdura,Seta,Bandeja 250 g aprox.,"2,05 €",
Verdura,Champiñón grande,Bandeja 430 g aprox.,"2,45 €",
Verdura,Seta laminada,Bandeja 250 g aprox.,"2,23 €",
Verdura,Champiñón Portobello,Bandeja 300 g aprox.,"2,16 €",
Verdura,Seta shiitake,Bandeja 300 g aprox.,"3,95 €",
Verdura,Mix de setas intenso,Bandeja 235 g aprox.,"4,00 €",
Verdura,Mix de setas suave,Bandeja 260 g aprox.,"3,97 €",
Verdura,Perejil troceado,Paquete 40 g,"0,79 €",
Verdura,Jengibre,200 g aprox.,"1,69 €",
Verdura,Cilantro,Bandeja 20 g,"1,25 €",
Verdura,Albahaca,Bandeja 20 g,"1,53 €",
Verdura,Hierbabuena,Paquete 40 g,"1,35 €",
Verdura,Cebollino,Bandeja 20 g,"1,80 €",
Verdura,Espinacas cortadas,Paquete 300 g,"1,24 €",
Verdura,Brócoli,Pieza 460 g aprox.,"1,19 €",
Verdura,Berenjena,Pieza 350 g aprox.,"0,68 €",
Verdura,Judía verde plana,Bandeja 750 g,"2,91 €",
Verdura,Judía verde plana,Paquete 350 g,"1,68 €",
Verdura,Acelgas cortadas,Paquete 300 g,"1,24 €",
Verdura,Puerros,Paquete 900 g aprox.,"2,51 €",
Verdura,Puerros,Bandeja 450 g aprox.,"2,11 €",
Verdura,Alcachofa,Pieza 190 g aprox.,"0,67 €",
Verdura,Judía verde redonda,Bandeja 500 g,"2,80 €",
Verdura,Calabaza cacahuete cortada a trozos,Bandeja 450 g aprox.,"1,80 €",
Verdura,Apio verde,Paquete 660 g aprox.,"1,31 €",
Verdura,Apio cortado,Bandeja 210 g aprox.,"0,98 €",
Verdura,Preparado de verdura para cocido,Bandeja 900 g aprox.,"1,86 €",
Verdura,Espárrago verde fino,Paquete 250 g,"2,65 €",
Verdura,Rabanitos,Paquete 250 g,"1,14 €",
Verdura,Remolacha cocida y pelada,Paquete 450 g,"0,99 €",
Verdura,Acelgas,Paquete 800 g,"1,99 €",
Verdura,Maíz dulce en mazorca cocido,Paquete 2 ud. (450 g),"1,55 €",
Verdura,Media calabaza cacahuete,1/2 Pieza 500 g aprox.,"1,14 €",
Verdura,Espárrago verde grueso,Paquete 300 g,"4,05 €",
Verdura,Maíz dulce en mazorca,Bandeja 2 ud.,"3,11 €",
Verdura,Castañas,Malla 500 g,"3,57 €",
Verdura,3 Vegetales para microondas,Paquete 300 g,"1,70 €",
Verdura,Floretas de brócoli para microondas,Paquete 230 g,"1,58 €",
Verdura,Mix de verduras paisana para microondas,Paquete 300 g,"1,88 €",
Verdura,Sopa juliana para microondas,Paquete 400 g,"1,93 €",
Verdura,Patata para microondas,Paquete 400 g,"1,51 €",
Verdura,Batata para microondas,Paquete 400 g,"2,50 €",
Verdura,Mix de verduras jardinera para microondas,Paquete 400 g,"1,98 €",
Pescado fresco,Salmón a rodajas,"Pieza 2,97 kg aprox.","32,52 €",
Pescado fresco,Salmón media pieza a rodajas,"1/2 Pieza 1,48 kg aprox.","16,21 €",
Pescado fresco,Salmón abierto en libro sin cabeza y sin espina,"Pieza 2,97 kg aprox.","32,52 €",
Pescado fresco,Salmón media pieza abierto en libro sin cabeza y sin espina,"1/2 Pieza 1,48 kg aprox.","16,21 €",
Pescado fresco,Salmón sin aletas y sin escamas,"Pieza 2,97 kg aprox.","32,52 €",
Pescado fresco,Salmón media pieza sin aletas y sin escamas,"1/2 Pieza 1,48 kg aprox.","16,21 €",
Pescado fresco,Filete de salmón,Bandeja 400 g aprox.,"8,78 €",
Pescado fresco,Rodajas de salmón,Bandeja 400 g aprox.,"7,98 €",
Pescado fresco,Escalopines de salmón,Bandeja 400 g aprox.,"9,98 €",
Pescado fresco,Dorada limpia con cabeza,Pieza 470 g aprox.,"4,11 €",
Pescado fresco,Dorada abierta a la espalda con espinas y con cabeza,Pieza 470 g aprox.,"4,11 €",
Pescado fresco,Dorada a filetes sin cabeza y sin espina,Pieza 470 g aprox.,"4,11 €",
Pescado fresco,Dorada abierta en libro sin cabeza y sin espina,Pieza 470 g aprox.,"4,11 €",
Pescado fresco,Dorada sin limpiar,Pieza 470 g aprox.,"4,11 €",
Pescado fresco,Filetes de dorada,Bandeja 380 g aprox.,"8,72 €",
Pescado fresco,Lubina limpia con cabeza,Pieza 490 g aprox.,"4,04 €",
Pescado fresco,Lubina abierta a la espalda con espinas y con cabeza,Pieza 490 g aprox.,"4,04 €",
Pescado fresco,Lubina a filetes sin cabeza y sin espina,Pieza 490 g aprox.,"4,04 €",
Pescado fresco,Lubina abierta en libro sin cabeza y sin espina,Pieza 490 g aprox.,"4,04 €",
Pescado fresco,Lubina sin limpiar,Pieza 490 g aprox.,"4,04 €",
Pescado fresco,Filetes de lubina,Bandeja 400 g aprox.,"9,10 €",
Pescado fresco,Merluza a rodajas,"Pieza 1,64 kg aprox.","16,32 €",
Pescado fresco,Merluza media pieza a rodajas,1/2 Pieza 860 g aprox.,"8,56 €",
Pescado fresco,Merluza abierta en libro sin cabeza y sin espina,"Pieza 1,64 kg aprox.","16,32 €",
Pescado fresco,Merluza media pieza abierta en libro sin cabeza y sin espina,1/2 Pieza 860 g aprox.,"8,56 €",
Pescado fresco,Merluza sin aletas y sin escamas,"Pieza 1,64 kg aprox.","16,32 €",
Pescado fresco,Merluza media pieza sin aletas y sin escamas,1/2 Pieza 860 g aprox.,"8,56 €",
Pescado fresco,Porciones de merluza del Cabo,Bandeja 350 g aprox.,"8,38 €",
Pescado fresco,Bacalao a rodajas,"Pieza 2,31 kg aprox.","20,67 €",
Pescado fresco,Bacalao media pieza a rodajas,"1/2 Pieza 1,15 kg aprox.","10,29 €",
Pescado fresco,Bacalao abierto en libro sin cabeza y sin espina,"Pieza 2,31 kg aprox.","20,67 €",
Pescado fresco,Bacalao media pieza abierto en libro sin cabeza y sin espina,"1/2 Pieza 1,15 kg aprox.","10,29 €",
Pescado fresco,Bacalao al punto de sal con agua añadida,Bandeja 500 g aprox.,"7,48 €",
Pescado fresco,Hoja de bacalao,Paquete 800 g aprox.,"13,92 €",
Pescado fresco,Corvina limpia con cabeza,"Pieza 1,62 kg aprox.","17,01 €",
Pescado fresco,Corvina abierta a la espalda con espinas y con cabeza,"Pieza 1,62 kg aprox.","17,01 €",
Pescado fresco,Corvina a filetes,"Pieza 1,62 kg aprox.","17,01 €",
Pescado fresco,Sepia,Pieza 600 g aprox.,"8,97 €",
Pescado fresco,Calamar pequeño limpio patagónico,Bandeja 300 g aprox.,"5,50 €",
Pescado fresco,Anillas de pota Argentina,Bandeja 260 g aprox.,"3,95 €",
Pescado fresco,Patas de pulpo cocido,Bandeja 250 g aprox.,"9,95 €",
Pescado fresco,Trucha abierta en libro con cabeza,Pieza 480 g aprox.,"3,34 €",
Pescado fresco,Trucha abierta en libro sin cabeza y sin espina,Pieza 480 g aprox.,"3,34 €",
Pescado fresco,Trucha sin aletas,Pieza 480 g aprox.,"3,34 €",
Pescado fresco,Filetes de trucha Arco iris,Bandeja 226 g aprox.,"3,15 €",
Pescado fresco,Filete de rodaballo,Bandeja 250 g aprox.,"7,16 €",
Pescado fresco,Tira de rodaballo,Bandeja 450 g aprox.,"8,78 €",
Pescado fresco,Gallo limpio del norte,Bandeja 350 g aprox.,"6,53 €",
Pescado fresco,Porciones de rape blanco descongelado,Bandeja 300 g aprox.,"8,38 €",
Pescado fresco,Emperador marinado,Bandeja 230 g aprox.,"4,93 €",
Pescado fresco,Filetes de Gallineta descongelada,Bandeja 380 g aprox.,"4,92 €",
Pescado fresco,Elaborado de merluza y gambón,Bandeja 2 ud. (240 g),"2,95 €",
Pescado fresco,Merluza rebozada,Bandeja 230 g,"3,75 €",
Pescado fresco,Nuggets de salmón rebozados,Bandeja 250 g,"3,95 €",
Pescado fresco,Gambón empanado,Bandeja 200 g,"4,95 €",
Marisco,Preparado de paella y sopa Hacendado ultracongelado,Paquete 685 g escurrido,"4,10 €",
Marisco,Arreglo para paella de marisco,Bandeja 850 g aprox.,"8,44 €",
Marisco,Gambón congelado,Granel 150 g aprox.,"1,49 €",
Marisco,Gambón grande congelado,Caja 2 kg,"17,90 €",
Marisco,Alistado mediano congelado,Granel 150 g aprox.,"5,51 €",
Marisco,Alistado mediano Hacendado congelado,Caja 1 kg aprox.,"35,75 €",
Marisco,Langostino cocido,Granel 150 g aprox.,"1,64 €",
Marisco,Langostino crudo Hacendado ultracongelado,Caja 600 g escurrido,"6,95 €",
Marisco,Gamba blanca pequeña Hacendado congelada,Granel 150 g aprox.,"2,24 €",
Marisco,Gamba blanca pequeña Hacendado congelada,Caja 1 kg aprox.,"13,95 €",
Marisco,Gamba cocida,Bandeja 300 g,"6,95 €",
Marisco,Gamba pelada cruda tamaño mediano Hacendado ultracongelada,Paquete 360 g escurrido,"4,95 €",
Marisco,Gamba pelada cruda tamaño grande Hacendado ultracongelada,Paquete 360 g escurrido,"5,95 €",
Marisco,Camarón boreal cocido y pelado Royal Greenland ultracongelado,Paquete 200 g,"4,25 €",
Marisco,Langostino cocido y pelado Hacendado ultracongelado,Bandeja 220 g escurrido,"4,75 €",
Marisco,Langostino crudo y pelado Hacendado ultracongelado,Bandeja 220 g escurrido,"3,95 €",
Marisco,Cigala cruda mediana Hacendado ultracongelada,Caja 340 g aprox.,"8,96 €",
Marisco,Cigala cruda grande Hacendado ultracongelado,Caja 500 g aprox.,"16,95 €",
Marisco,Bogavante americano mediano crudo Hacendado,Pieza 475 g aprox. escurrido,"15,67 €",
Marisco,Buey de mar cocido Hacendado congelado,Pieza 715 g aprox.,"10,96 €",
Marisco,Nécora cocida Hacendado congelada,Caja 500 g escurrido,"7,50 €",
Marisco,Colas de gambón crudo Hacendado congelado,Bandeja 250 g,"6,55 €",
Marisco,Alistado pequeño Hacendado congelado,Caja 1 kg aprox.,"14,50 €",
Marisco,Alistado pequeño congelado,Granel 150 g aprox.,"2,32 €",
Marisco,Langostino cocido,Bandeja 600 g aprox.,"6,60 €",
Marisco,Salpicón de marisco Hacendado,Bandeja 400 g aprox.,"4,96 €",
Marisco,Mejillón,Malla 1 kg,"3,20 €",
Marisco,Carne de mejillón de Chile cocido Hacendado ultracongelado,Paquete 275 g escurrido,"2,35 €",
Marisco,Mejillón de Chile entero cocido Hacendado ultracongelado,Caja 450 g,"3,25 €",
Marisco,Almeja japonesa,Malla 500 g,"11,05 €",
Marisco,Almeja Hacendado congelada,Paquete 450 g,"1,70 €",
Marisco,Berberechos,Malla 500 g,"6,40 €",
Marisco,Navajas,Malla 500 g,"4,50 €",
Marisco,Chirla,Malla 500 g,"4,35 €",
Marisco,Mejillón selección,Malla 1 kg,"3,95 €",
Marisco,Mejillón tigre Hacendado ultracongelado,Paquete 400 g,"2,95 €",
Marisco,Mejillón vivo,Bandeja 1 kg,"2,80 €",
Marisco,Palitos de surimi Hacendado,Paquete 460 g,"1,89 €","1,89 €"
Marisco,Palitos de surimi Hacendado ultracongelados,Paquete 32 ud. (600 g),"2,50 €","2,50 €"
Marisco,Muslitos de surimi Hacendado ultracongelados,Paquete 450 g,"2,60 €",
Marisco,Delicias del mar de surimi Hacendado,Bandeja 250 g,"1,99 €",
Pescado congelado,Filetes de panga Hacendado ultracongelados,Paquete 900 g escurrido,"4,80 €",
Pescado congelado,Filetes de merluza del Cabo sin piel Hacendado ultracongelados,Paquete 600 g escurrido,"4,95 €","4,95 €"
Pescado congelado,Rodaja de emperador Hacendado ultracongelado,Pieza 300 g aprox. escurrido,"4,47 €",
Pescado congelado,Filetes de bacalao MareDeus ultracongelado,Paquete 375 g escurrido,"5,65 €",
Pescado congelado,Medallones de merluza del Cabo Hacendado ultracongelados,Paquete 485 g escurrido,"4,50 €",
Pescado congelado,Filete de salmón rosado salvaje con piel Hacendado ultracongelado,Pieza 300 g aprox. escurrido,"3,58 €",
Pescado congelado,Rodajas de merluza del Cabo Hacendado ultracongeladas,Paquete 580 g escurrido,"5,25 €",
Pescado congelado,Rodajas de emperador pequeñas Hacendado ultracongeladas,Paquete 900 g escurrido,"12,95 €",
Pescado congelado,Lomos y centros de merluza del Cabo Hacendado ultracongelados,Caja 400 g,"4,25 €",
Pescado congelado,Fritura de pescado Hacendado ultracongelada,Paquete 600 g escurrido,"5,45 €",
Pescado congelado,Porciones de bacalao sin piel MareDeus ultracongelado,Paquete 600 g escurrido,"7,20 €",
Pescado congelado,Rodaja de tintorera sin piel Hacendado ultracongelada,Pieza 450 g aprox. escurrido,"3,13 €",
Pescado congelado,Porciones de merluza del Cabo sin piel Hacendado ultracongeladas,Paquete 500 g escurrido,"4,60 €",
Pescado congelado,Pescadilla de merluza sin cabeza Hacendado ultracongelada,Paquete 1 kg escurrido,"5,00 €",
Pescado congelado,Cola de rape del Cabo sin piel Hacendado ultracongelada,Pieza 500 g aprox. escurrido,"8,98 €",
Pescado congelado,Filetes de merluza del Cabo grandes sin piel Hacendado ultracongelados,Paquete 970 g escurrido,"9,90 €",
Pescado congelado,Merluza del Cabo sin cabeza Hacendado ultracongelada,Pieza 700 g aprox. escurrido,"4,86 €",
Pescado congelado,Lomos de salmón sin piel y sin espinas Hacendado congelado,Paquete 2 ud. (250 g),"5,95 €","5,95 €"
Pescado congelado,Migas de bacalao sin piel MareDeus ultracongeladas,Paquete 300 g escurrido,"3,85 €",
Pescado congelado,Migas de bacalao dorado con cebolla y patatas paja Hacendado congelado,Caja 240 g,"2,60 €",
Pescado congelado,Rodajas de atún de aleta amarilla Hacendado congelado,Bandeja 250 g aprox.,"4,38 €",
Pescado congelado,Colas de rape del Cabo pequeñas Hacendado ultracongeladas,Paquete 800 g escurrido,"11,95 €",
Pescado congelado,Lomo de bacalao MareDeus ultracongelado,Paquete 390 g aprox.,"6,74 €",
Pescado congelado,Gallo sin cabeza Hacendado ultracongelado,Pieza 200 g aprox.,"3,19 €",
Pescado congelado,Aritos de surimi a la romana Hacendado ultracongelados,Paquete 600 g,"2,95 €",
Pescado congelado,Merluza empanada pan fino Hacendado ultracongelada,Paquete 510 g,"3,95 €",
Pescado congelado,Filetes de merluza al huevo Hacendado ultracongelados,Paquete 600 g,"4,95 €",
Pescado congelado,Varitas de merluza empanadas Hacendado ultracongeladas,Paquete 400 g,"3,95 €",
Pescado congelado,Empanadillas de atún Hacendado ultracongeladas,Caja 500 g,"1,90 €",
Pescado congelado,Palitos de merluza a la romana Hacendado ultracongelados,Paquete 500 g,"2,75 €",
Pescado congelado,Figuritas de merluza empanadas Hacendado ultracongeladas,Paquete 500 g,"3,55 €",
Pescado congelado,Chipirones enharinados Hacendado ultracongelado,Paquete 350 g,"4,95 €",
Pescado congelado,Langostino caballitos rebozados Hacendado ultracongelados,Paquete 300 g,"3,25 €",
Pescado congelado,Filetes de boquerón en tempura Hacendado ultracongelado,Paquete 400 g,"3,75 €",
Pescado congelado,Tortillitas de camarones Hacendado ultracongeladas,Paquete 350 g,"2,75 €",
Pescado congelado,Rabas empanadas Hacendado ultracongeladas,Paquete 500 g,"4,25 €",
Pescado congelado,Anillas de pota a la romana Hacendado ultracongeladas,Paquete 500 g,"4,30 €",
Pescado congelado,Croquetas de merluza Hacendado ultracongelados,Paquete 350 g,"2,10 €",
Pescado congelado,Torpedos de langostino Hacendado ultracongelados,Paquete 180 g,"3,95 €",
Pescado congelado,Tubo de pota Argentina limpio Hacendado congelado,Pieza 100 g aprox. escurrido,"1,39 €",
Pescado congelado,Sepia faraónica limpia Hacendado congelada,Pieza 400 g aprox. escurrido,"5,98 €",
Pescado congelado,Sepia faraónica troceada limpia Hacendado congelada,Paquete 360 g escurrido,"4,50 €",
Pescado congelado,Calamar troceado limpio Hacendado congelado,Paquete 475 g escurrido,"5,10 €",
Pescado congelado,Rodaja de potón del Pacífico cocido Hacendado congelado,Paquete 475 g escurrido,"6,05 €",
Pescado congelado,Sepia limpia pequeña Hacendado congelada,Paquete 360 g escurrido,"4,50 €",
Pescado congelado,Tinta de sepia Nortindal congelada,Paquete 8 ud. (32 g),"1,95 €",
Pescado congelado,Anillas de pota Argentina Hacendado congeladas,Paquete 360 g escurrido,"5,15 €",
Pescado congelado,Pulpo crudo Hacendado congelado,Paquete 1 kg aprox.,"17,95 €",
Pescado congelado,Puntilla de la Índia Hacendado congelada,Paquete 450 g escurrido,"4,70 €",
Pescado congelado,Calamar patagónico pequeño Hacendado ultracongelado,Paquete 500 g escurrido,"4,50 €",
Pescado congelado,Calamar grande Hacendado congelado,Pieza 200 g aprox.,"3,19 €",
Salazones y ahumados,Filetes de anchoa en aceite de girasol Hacendado,3 bandejas x 29 g,"2,05 €",
Salazones y ahumados,Boquerones en vinagre Hacendado en aceite de girasol,Bandeja 80 g (60 g escurrido),"1,65 €",
Salazones y ahumados,Boquerones en vinagre Hacendado en aceite de girasol,Bandeja 330 g (265 g escurrido),"5,60 €",
Salazones y ahumados,Filetes de anchoa en aceite de oliva Hacendado,Lata 42 g (29 g escurrido),"1,25 €",
Salazones y ahumados,Filetes de anchoa en aceite de oliva Hacendado,3 bandejas x 29 g,"2,85 €",
Salazones y ahumados,Migas de bacalao desaladas Hacendado,Bandeja 300 g,"6,45 €",
Salazones y ahumados,Filetes de sardina marinada Hacendado en aceite de oliva virgen extra,Bandeja 80 g (50 g escurrido),"1,45 €",
Salazones y ahumados,Sucedáneo de caviar negro Ubago Caviartic,Tarro 75 g,"1,85 €",
Salazones y ahumados,Pavías de bacalao salado Hacendado,Bandeja 240 g,"5,50 €",
Salazones y ahumados,Filetes de anchoa en aceite de oliva Hacendado,Bandeja 140 g (110 g escurrido),"6,60 €",
Salazones y ahumados,Filetes de anchoa en aceite de oliva Hacendado,Lata 74 g (50 g escurrido),"3,65 €",
Salazones y ahumados,Boquerones aliñados Hacendado,Bandeja 80 g (60 g escurrido),"1,70 €",
Salazones y ahumados,Hoja de bacalao,Paquete 800 g aprox.,"13,92 €",
Salazones y ahumados,Salmón ahumado Hacendado,Paquete 100 g aprox.,"3,80 €",
Salazones y ahumados,Salmón ahumado Hacendado,2 paquetes x 150 g,"10,80 €",
